Review_Id,User_Name,User_Image,Comment,Thumbs_Up_Count,Version,Review_Created_At,Sort_Order
d80a474e-421c-408e-aa49-b06185a3830a,Sean Rollins,https://play-lh.googleusercontent.com/a-/ACNPEu_k_DiVhhysgKAoiWEuXvZwAD7AlKKOYM7Pl8Us5A,"Twitter's obsession with turning itself into tiktok is ridiculous. It's now pointless to click into any video filmed in portrait mode, as the bottom ¼-⅓ of the video is cut off by the text. If you really want people to scroll from clip to clip à la tiktok, at least provide a way to make the text disappear, so the full format of each video can be enjoyed. And it might be nice to be able to scroll through videos of only people you have chosen to follow, instead of an algorithm going off topic.",7121,9.65.0-release.0,28-10-2022 01:48,most_relevant
adce2dfc-11d4-43e0-b4b3-891d942a3457,Andrew Pike,https://play-lh.googleusercontent.com/a-/ACNPEu8VHT1vDgujFXHE6AKuhd1JzzjEDPMFXPqWY6hByg,"Absolute rubbish. It still keeps refreshing after updated. This is the only app that does this. Additionally I have to turn off automatic rotate as this also refreshes the screen. Update, now you have captions I want to be able to permanently switch it off. I didn't want it and did not ask for it, hate captions. Pity you did not properly fix the bugs mentioned above. Please do not add something without the ability to permanently turn it off. I am more and more dispising this app.",4833,9.56.2-release.0,26-08-2022 08:26,most_relevant
205b4fe2-50f6-4cbd-b63a-d6a3722dfa24,Dean Hampton,https://play-lh.googleusercontent.com/a/ALm5wu02sLmGpsXszeksj4-0Et08KNvxWD3r76pJ_Zuw=mo,"The most recent update has ruined this app. The auto-generated captions are extremely inaccurate, way too large, and there is no way to turn them off? Who thought this was a good idea? The majority of the time, all the caption does is block about a quarter of my video, and just says 'captions Auto generated' and 'unable to transcribe audio'. Then why are you blocking my video with this pointless message? In fact, most humans have ears. Unnecessary, and extremely annoying. Let me turn them off!",2409,9.56.2-release.0,26-08-2022 18:31,most_relevant
2b18dec4-3094-4539-8f6e-dc51fe62fb21,Dave,https://play-lh.googleusercontent.com/a/ALm5wu1q90MI5xx2mbnUWDlM5Ruu_mUz0gR-zSzeAkKF=mo,"No closed caption (cc) button is present to disable the feature. While trying to view videos, the lower third of the screen is completely covered by ""closed captions"" that block the video out. More often than not it's unable to ""translate"" so it's literally only blocking the video out, making it pretty unbearable to watch any posts. If you're going to add new features, make it accessible from settings in stead of a half-assed overlay that's obviously broken. Clowns.",4033,9.56.2-release.0,26-08-2022 16:05,most_relevant
426d8c6f-df41-459d-936c-eea1154af0b8,Royce Miller,https://play-lh.googleusercontent.com/a-/ACNPEu_mRBTAejACQFj6vWQLsmLS4uMpinWEoTGII4RyDQ,"This app is frustrating as heck. When you're scrolling through your timeline, it will randomly shoot off to a whole different part of the timeline. When you search for past posts you made, half the time, they won't appear. When you ""leave"" a conversation, it won't even let you comment on that post again. And when you just want to send an email to Twitter's support team asking about these issues, there's no contact info. Just endless screens that circle back on each other.",1671,9.57.0-release.1,02-09-2022 07:37,most_relevant
175b4f2d-a449-4525-ad0f-f106ff14fb6c,Purzoo Lazuli!,https://play-lh.googleusercontent.com/a-/ACNPEu8qR7HwPJQNHu6Bj0bbFAKvEkBooQ_4UIbeHTlA,"A recent update has completely, and I mean completely, broken Twitter for Pixel phones. Opening the app normally wi bring you to the home page, but nothing is loaded, and you aren't able to do anything. You are able to view the side bar, but as soon as you let go of it, it'll instantly hide again. Using the shortcuts works, kind of, but the homepage is unusable in this state. Seriously don't recommend until any way of fixing the issue is released.",5245,9.58.0-release.0,09-09-2022 20:23,most_relevant
5ce0b002-0766-430b-b161-fba0ff5742ee,Heather Oltrogge,https://play-lh.googleusercontent.com/a-/ACNPEu8-KPErS696LFhfoEvOcPC-rYchqbRNNN9GOCrH6ss,"Stop adding ""features"" that are a buggy nightmare instead of fixing issues that have been problems for years. The auto-captions on videos is horrendous. Most of the time the caption can't transcribe the audio. Even if it can, the captions end up blocking a 3rd of the video. Also anytime I like a video while watching it the audio cuts out. And the auto-refreshing while scrolling is still a problem One of the most popular social media apps yet can't fix the most basic of issues. Ridiculous",1792,9.56.2-release.0,30-08-2022 03:17,most_relevant
421b9e16-fae9-4e81-b0b8-3c4c1e44c39e,wind 225,https://play-lh.googleusercontent.com/a/ALm5wu0kqGgRU9R2tQIbkHYtal-jsCoRnekc6FkIHlz5=mo,"Having closed captioning for videos is one thing. Not having the ability to turn them off on all videos, and they appear no matter what, that's annoying, and it makes me feel like I shouldn't use the app anymore. To anyone thinking about updating the twitter app, please don't do it at this time, until the twitter team can fix the problem that exists with captions. You'd think being able to turn off captions would be simple, like on YouTube, but twitter just makes it complicated for some reason",874,9.56.2-release.0,28-08-2022 08:38,most_relevant
1f16cf10-34f6-4275-8dba-20f2b5756adb,Danielle Phillips,https://play-lh.googleusercontent.com/a-/ACNPEu8bmWNlpqIUBy6BVi9waK2O5jqpV9203jJFtdQJ9w,"The latest update has made this app miserable! The closed caption feature is ruining all videos. Why we can't just turn the option to have it on or off in our settings I don't know. But the icon on the videos that allows us to turn it on or off is not working and they are auto-generated anyway. Most of the times they can't even transcribe the audio. Why they can't get this right I don't know, but it's making it so I don't even want to use the app anymore.",523,9.56.2-release.0,28-08-2022 09:45,most_relevant
5b17e23d-b45b-463a-8cf6-ac921950cd9c,Zach Carroll,https://play-lh.googleusercontent.com/a-/ACNPEu8n-woQ3BREoUxfZoL4yYder9PBG-OAplDonKXrvA,"As of today the app is completely non-functional on my device (Pixel 6 Pro). Have tried restarting my device, force closing the app several times, and uninstalled/reinstalled. Nothing works at all. Even in general though, it truly is astounding how much worse the Android version is compared to the iOS version, even on a major platform like the Pixel. It really isn't even close to as good of an experience.",1189,9.58.0-release.0,09-09-2022 07:14,most_relevant
87a09b28-c056-4062-911c-a7ba3b1f3485,Z A,https://play-lh.googleusercontent.com/a-/ACNPEu_l7qICmOFzMbahn46AJ9PjAFw9BZBzycIJZKCdbPo,"There is a bug that wont allow any notifications to show. I have tried everything, ever since I switched off the push notifications one year back it just never came back although I enabled it again through the app and the settings. Logged out and in, uninstalled and installed again. Nothing worked and I still can't receive any push notifications from the app.",255,9.56.2-release.0,02-09-2022 13:56,most_relevant
4d088da7-7736-4354-a83c-84e838af5c27,Jay Kay,https://play-lh.googleusercontent.com/a-/ACNPEu_XRg-WEDZ429nY_Zamf8ZFsxREWU2otMcog6hXXQ,"Auto CC Broken New forced automatic close captions on videos is infuriating. There is no toggle on videos. The CC is a LARGE majority of the time inaccurate or straight up nonexistent, but Twitter feels the need to display an error message. It is distracting and useless, and the lack of a setting in accessibility toggles is a poor choice, especially if the CC toggle button DOES NOT SHOW UP ON VIDEOS.",217,9.56.2-release.0,29-08-2022 02:02,most_relevant
e938511d-96e8-4836-b17d-ae9533372f88,Thailynn Chuop,https://play-lh.googleusercontent.com/a-/ACNPEu8Wz04VIoEmNwydpJJWeNTFpxqyBkX7ILurZq1QEqw,"Had auto update turned off for a while and for good reason. Recently after my messages started disappearing before I sent them in direct messages, I updated the app because I thought that might have affected it. Now it's incredibly laggy in the direct messages and when I look through notifications. Seeing the views my tweets get just makes me self conscious. I never look at the spaces either so having the button for that in the bottom bar is pointless. Updating the app was my worst mistake",829,9.61.0-release.0,02-10-2022 04:19,most_relevant
dc62645f-7679-4154-b995-b4fcbe0033d5,David Petterson,https://play-lh.googleusercontent.com/a-/ACNPEu_T894G-DpPf-Kqr8kUGulX6Nt2ZLWRASqxdjg4,"The Twitter app has completely stopped working on my pixel 5. If I click a link directly to a tweet it's fine, but if I go to my timeline the page is blank and nothing I click on reacts at all. I've tried uninstalling and reinstalling, I've checked for updates, I've restarted my phone, and nothing works. I'm not having any issues with any other apps, and I logged in to the same account on a desktop computer and it was fine, so it's not an issue with my account.",168,9.58.0-release.0,09-09-2022 20:01,most_relevant
3421c507-5ebb-47e2-813d-aca1e3aced5e,Stephen Robicheaux,https://play-lh.googleusercontent.com/a/ALm5wu04kuND7d9knwz0A9eubl20Uyywo_TAwhxQfzmJ=mo,"Twitter has decided to put auto generated caption on every video in huge black bars that cover half the screen. They say there's a toggle on screen to turn this off, but it is non-existent. Trying to contact them says my email is invalid but the option to change to a different email is grayed out and uneditable. They're desperately trying to make this app literally unusable and silence you so you can't complain about it.",622,9.56.2-release.0,26-08-2022 22:01,most_relevant
d510b8bc-c51f-42d1-aad0-b69a384fedce,Hogfan11,https://play-lh.googleusercontent.com/a-/ACNPEu_eEvUqiYzWzrbKb0RwXKdbNGANRPTEvVsPwZTKyg,"Latest update sucks for videos. Half the time I open a video, the video will disappear! As in, it stops playing and the screen goes blank. Most of the time it happens when I flip the screen to horizontal. Doesn't play no matter what. Fix this. And hey Play Store, when I pressed the button on here to send a Support email instead of a review, it tells me the email address doesn't exist. Thanks a lot geniuses.",6245,9.47.0-release.0,28-06-2022 22:40,most_relevant
9ffef13a-1e93-447c-96b2-e43cfb1c49e9,Bailey,https://play-lh.googleusercontent.com/a-/ACNPEu83J2M8h1E9nxYapFWdC90tdThjcrk5Wg6g5B1WWQ,"I swear , it has been constantly crashing since latest update. I have several accounts that I switch between, but sometimes twitter gets frozen on one account and crashes every time I open the app. I can go most of the day without issues & then some days I'm constantly having issues with it. It used to be better than this. Don't know what that update did.",2917,9.46.0-release.0,17-06-2022 03:54,most_relevant
